,Category,Rating,reviews,Size,Installs,Type,Price,Content Rating,Genres,pri_genres,sec_genres,Current_Ver,Ver_Mon,Ver_Year,And_1st_Ver,And_Last_Ver
3854,MAPS_AND_NAVIGATION,4.6,16094.0,5.4,1000000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,2.7.2,7.0,2018.0,4.0,11.0
3855,MAPS_AND_NAVIGATION,4.5,65590.0,18.0,5000000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,3.1.0,7.0,2018.0,4.0,11.0
3856,MAPS_AND_NAVIGATION,4.3,32225.0,3.2,1000000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,2.0.0,7.0,2018.0,4.0,11.0
3857,MAPS_AND_NAVIGATION,4.5,44348.0,11.0,5000000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,6.2.3,7.0,2018.0,4.0,11.0
3858,MAPS_AND_NAVIGATION,4.2,23279.0,8.5,1000000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,5.2.10,4.0,2018.0,4.0,11.0
3859,MAPS_AND_NAVIGATION,4.2,12572.0,24.0,1000000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,5.4 (30),2.0,2018.0,4.0,11.0
3860,MAPS_AND_NAVIGATION,4.3,70556.0,26.0,10000000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,4.76,7.0,2018.0,4.0,11.0
3861,MAPS_AND_NAVIGATION,4.3,1240.0,14.0,100000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,2.4.1,11.0,2017.0,4.0,11.0
3862,MAPS_AND_NAVIGATION,4.4,56471.0,37.0,5000000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,1.0.0,7.0,2018.0,11.0,11.0
3863,MAPS_AND_NAVIGATION,3.7,6939.0,37.0,1000000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,1.0.0,7.0,2018.0,11.0,11.0
3864,MAPS_AND_NAVIGATION,4.4,10218.0,78.0,1000000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,5.072.1830.2,7.0,2018.0,4.0,11.0
3865,MAPS_AND_NAVIGATION,4.4,617477.0,37.0,10000000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,1.0.0,8.0,2018.0,11.0,11.0
3866,MAPS_AND_NAVIGATION,4.2,1688.0,37.0,50000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,6.1.2,8.0,2018.0,4.0,11.0
3867,MAPS_AND_NAVIGATION,3.5,18857.0,7.0,1000000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,9.3.3,5.0,2018.0,4.0,11.0
3868,MAPS_AND_NAVIGATION,4.2,11838.0,9.2,1000000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,1.7.3,4.0,2018.0,4.0,11.0
3869,MAPS_AND_NAVIGATION,4.2,60838.0,37.0,5000000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,1.0.0,8.0,2018.0,11.0,11.0
3870,SOCIAL,4.0,17000166.0,37.0,500000000.0,0.0,0.0,Teen,Social,Social,Social,1.0.0,7.0,2018.0,11.0,11.0
3871,TOOLS,4.5,162335.0,4.9,10000000.0,0.0,0.0,Everyone,Tools,Tools,Tools,8.10.1,7.0,2018.0,4.0,11.0
3872,FAMILY,4.2,886418.0,6.5,50000000.0,0.0,0.0,Everyone,Strategy,Strategy,Strategy,1.7.3,6.0,2018.0,4.0,11.0
3873,FAMILY,3.9,3720.0,11.0,1000000.0,0.0,0.0,Everyone,Entertainment,Entertainment,Entertainment,4.2.3,12.0,2016.0,4.0,11.0
3874,GAME,4.3,9951.0,96.0,1000000.0,0.0,0.0,Mature 17+,Arcade,Arcade,Arcade,1.0,8.0,2016.0,2.0,11.0
3875,FAMILY,3.7,2398.0,2.9,500000.0,0.0,0.0,Everyone,Education,Education,Education,5.8,1.0,2017.0,4.0,11.0
3876,GAME,4.3,213340.0,24.0,10000000.0,0.0,0.0,Everyone,Adventure,Adventure,Adventure,1.2.1.49,6.0,2018.0,4.0,11.0
3877,FAMILY,4.3,1805398.0,55.0,50000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,6.5.2,6.0,2018.0,4.0,11.0
3878,FAMILY,4.6,94989.0,74.0,5000000.0,0.0,0.0,Teen,Simulation,Simulation,Simulation,8.6,4.0,2018.0,4.0,11.0
3879,FAMILY,4.3,10483141.0,24.0,500000000.0,0.0,0.0,Everyone,Casual,Casual,Casual,1.4.77,5.0,2018.0,4.0,11.0
3880,GAME,4.2,3815614.0,32.0,100000000.0,0.0,0.0,Everyone,Action,Action,Action,2.2.8,7.0,2018.0,4.0,11.0
3881,FAMILY,4.6,10247.0,15.0,1000000.0,0.0,0.0,Everyone,Entertainment,Entertainment,Entertainment,1.3.13,7.0,2018.0,4.0,11.0
3882,FINANCE,3.9,730.0,6.3,10000.0,0.0,0.0,Everyone,Finance,Finance,Finance,5.4.4,6.0,2018.0,4.0,11.0
3883,GAME,4.4,5565856.0,97.0,100000000.0,0.0,0.0,Everyone,Arcade,Arcade,Arcade,7.9.3,5.0,2018.0,4.0,11.0
3884,FAMILY,4.6,263454.0,74.0,10000000.0,0.0,0.0,Everyone,Puzzle,Puzzle,Puzzle,2.1.1,8.0,2018.0,4.0,11.0
3885,GAME,4.1,1728557.0,37.0,50000000.0,0.0,0.0,Everyone,Card,Card,Card,1.0.0,9.0,2017.0,11.0,11.0
3886,FAMILY,4.8,39480.0,14.0,500000.0,0.0,0.0,Everyone,Puzzle,Puzzle,Puzzle,4.1.1,6.0,2017.0,4.0,11.0
3887,FAMILY,4.3,1311.0,14.0,10000.0,0.0,0.0,Everyone,Education,Education,Education,4.5.2,7.0,2018.0,4.0,11.0
3888,FAMILY,4.5,14885236.0,37.0,500000000.0,0.0,0.0,Everyone,Casual,Casual,Casual,4.8.0.132,7.0,2018.0,4.0,11.0
3889,FAMILY,4.4,5453997.0,37.0,100000000.0,0.0,0.0,Teen,Entertainment,Entertainment,Entertainment,1.0.0,7.0,2018.0,11.0,11.0
3890,FAMILY,4.4,174.0,5.7,10000.0,0.0,0.0,Everyone,Education,Education,Education,2.0.7,4.0,2018.0,4.0,11.0
3891,FAMILY,3.3,8642.0,19.0,500000.0,0.0,0.0,Teen,Casual,Casual,Casual,4.0.4,12.0,2017.0,2.0,11.0
3892,COMMUNICATION,4.2,1092337.0,37.0,50000000.0,0.0,0.0,Mature 17+,Communication,Communication,Communication,1.0.0,7.0,2018.0,11.0,11.0
3893,GAME,3.8,4257.0,37.0,500000.0,0.0,0.0,Everyone,Board,Board,Board,1.0.0,5.0,2018.0,11.0,11.0
3894,GAME,4.5,43576.0,50.0,5000000.0,0.0,0.0,Everyone,Arcade,Arcade,Arcade,4.4,9.0,2017.0,2.0,11.0
3895,PRODUCTIVITY,4.3,3014548.0,37.0,100000000.0,0.0,0.0,Everyone,Productivity,Productivity,Productivity,1.0.0,4.0,2018.0,11.0,11.0
3896,GAME,4.5,27711703.0,76.0,1000000000.0,0.0,0.0,Everyone 10+,Arcade,Arcade,Arcade,1.90.0,7.0,2018.0,4.0,11.0
3897,GAME,3.7,1221896.0,70.0,100000000.0,0.0,0.0,Everyone,Action,Action,Action,3.0.11,7.0,2018.0,4.0,11.0
3898,GAME,4.5,152658.0,29.0,1000000.0,0.0,0.0,Teen,Adventure,Adventure,Adventure,2.1.8,9.0,2014.0,2.0,11.0
3899,COMMUNICATION,4.1,14766.0,16.0,500000.0,0.0,0.0,Teen,Communication,Communication,Communication,0.81 beta,9.0,2017.0,4.0,11.0
3900,FAMILY,4.4,1852384.0,37.0,10000000.0,0.0,0.0,Everyone,Simulation,Simulation,Simulation,9.3.6,7.0,2018.0,4.0,11.0
3901,FAMILY,3.7,353342.0,13.0,50000000.0,0.0,0.0,Everyone,Entertainment,Entertainment,Entertainment,2.0.7,11.0,2017.0,4.0,11.0
3902,FAMILY,4.1,672089.0,73.0,50000000.0,0.0,0.0,Everyone,Educational;Action & Adventure,Educational,Action & Adventure,6.7.5222,1.0,2018.0,4.0,11.0
3903,FAMILY,4.8,3053.0,17.0,50000.0,0.0,0.0,Everyone,Education,Education,Education,1.7,7.0,2018.0,4.0,11.0
3904,COMMUNICATION,4.4,69109672.0,37.0,1000000000.0,0.0,0.0,Everyone,Communication,Communication,Communication,1.0.0,8.0,2018.0,11.0,11.0
3905,VIDEO_PLAYERS,4.3,960726.0,37.0,10000000.0,0.0,0.0,Everyone,Video Players & Editors,Video Players & Editors,Video Players & Editors,1.0.0,8.0,2018.0,11.0,11.0
3906,GAME,4.1,1703479.0,37.0,100000000.0,0.0,0.0,Everyone,Arcade,Arcade,Arcade,1.3.8,7.0,2018.0,4.0,11.0
3907,TOOLS,4.4,5741684.0,37.0,500000000.0,0.0,0.0,Everyone,Tools,Tools,Tools,1.0.0,8.0,2018.0,11.0,11.0
3908,GAME,4.1,10421284.0,85.0,100000000.0,0.0,0.0,Everyone,Adventure,Adventure,Adventure,0.111.3,7.0,2018.0,4.0,11.0
3909,SOCIAL,4.5,66509917.0,37.0,1000000000.0,0.0,0.0,Teen,Social,Social,Social,1.0.0,7.0,2018.0,11.0,11.0
3910,FAMILY,4.5,9876369.0,99.0,100000000.0,0.0,0.0,Everyone,Casual,Casual,Casual,3.7.2.51,7.0,2018.0,4.0,11.0
3911,FAMILY,4.5,469851.0,37.0,50000000.0,0.0,0.0,Everyone,Entertainment;Music & Video,Entertainment,Music & Video,3.43.3,8.0,2018.0,4.0,11.0
3912,GAME,4.5,8389714.0,92.0,100000000.0,0.0,0.0,Teen,Racing,Racing,Racing,3.7.1a,7.0,2018.0,4.0,11.0
3913,GAME,4.2,685450.0,37.0,100000000.0,0.0,0.0,Everyone,Arcade,Arcade,Arcade,6.6.3,5.0,2018.0,4.0,11.0
3914,SPORTS,4.4,867920.0,45.0,10000000.0,0.0,0.0,Everyone,Sports,Sports,Sports,1.16.2,7.0,2018.0,4.0,11.0
3915,FAMILY,4.5,787107.0,37.0,10000000.0,0.0,0.0,Everyone,Entertainment,Entertainment,Entertainment,1.0.0,6.0,2018.0,11.0,11.0
3916,GAME,4.3,798522.0,57.0,100000000.0,0.0,0.0,Everyone 10+,Arcade,Arcade,Arcade,1.9.8.0,6.0,2018.0,4.0,11.0
3917,FAMILY,3.8,6760.0,26.0,500000.0,0.0,0.0,Everyone,Entertainment,Entertainment,Entertainment,1.4.6,6.0,2015.0,3.0,11.0
3918,GAME,4.5,13118.0,47.0,500000.0,0.0,0.0,Teen,Adventure,Adventure,Adventure,1.0.19,6.0,2018.0,4.0,11.0
3919,GAME,3.7,413609.0,22.0,10000000.0,0.0,0.0,Mature 17+,Racing,Racing,Racing,2.8,8.0,2018.0,4.0,11.0
3920,FAMILY,4.5,1013465.0,56.0,50000000.0,0.0,0.0,Everyone,Educational;Pretend Play,Educational,Pretend Play,1.2.3-play,6.0,2017.0,4.0,11.0
3921,GAME,4.5,1117212.0,50.0,50000000.0,0.0,0.0,Everyone,Board,Board,Board,1.0.0,8.0,2018.0,4.0,11.0
3922,SHOPPING,4.3,908525.0,42.0,100000000.0,0.0,0.0,Teen,Shopping,Shopping,Shopping,16.14.0.100,7.0,2018.0,4.0,11.0
3923,FAMILY,4.6,305765.0,34.0,10000000.0,0.0,0.0,Everyone,Role Playing,Role Playing,Role Playing,1.1.7,7.0,2018.0,4.0,11.0
3924,PRODUCTIVITY,4.3,154668.0,37.0,10000000.0,0.0,0.0,Everyone,Productivity,Productivity,Productivity,1.0.0,8.0,2018.0,11.0,11.0
3925,FAMILY,4.4,98324.0,70.0,1000000.0,0.0,0.0,Everyone,Simulation,Simulation,Simulation,1.19.1,7.0,2018.0,4.0,11.0
3926,FOOD_AND_DRINK,4.3,27931.0,17.0,5000000.0,0.0,0.0,Everyone,Food & Drink,Food & Drink,Food & Drink,6.0.1,8.0,2018.0,5.0,11.0
3927,GAME,4.3,47698.0,4.1,5000000.0,0.0,0.0,Everyone,Board,Board,Board,1.0.21,4.0,2016.0,1.0,
3928,VIDEO_PLAYERS,4.3,25623548.0,37.0,1000000000.0,0.0,0.0,Teen,Video Players & Editors,Video Players & Editors,Video Players & Editors,1.0.0,8.0,2018.0,11.0,11.0
3929,GAME,4.3,133195.0,11.0,5000000.0,0.0,0.0,Everyone,Board,Board,Board,1.58,6.0,2018.0,4.0,11.0
3930,FAMILY,4.3,1295293.0,11.0,100000000.0,0.0,0.0,Everyone,Puzzle,Puzzle,Puzzle,4.0,4.0,2018.0,4.0,11.0
3931,FAMILY,4.4,17069.0,94.0,500000.0,0.0,0.0,Everyone 10+,Role Playing,Role Playing,Role Playing,1.0.17.2,8.0,2018.0,5.0,11.0
3932,PRODUCTIVITY,4.2,145088.0,24.0,10000000.0,0.0,0.0,Everyone,Productivity,Productivity,Productivity,4.5.19,7.0,2018.0,4.0,11.0
3933,FAMILY,4.9,46253.0,56.0,500000.0,0.0,0.0,Everyone 10+,Simulation,Simulation,Simulation,1.0.1,2.0,2018.0,4.0,11.0
3934,PRODUCTIVITY,4.5,2078744.0,37.0,500000000.0,0.0,0.0,Everyone,Productivity,Productivity,Productivity,16.0.10325.20043,7.0,2018.0,4.0,11.0
3935,FAMILY,4.6,111741.0,66.0,5000000.0,0.0,0.0,Teen,Simulation,Simulation,Simulation,5.4,2.0,2018.0,4.0,11.0
3936,GAME,4.6,515240.0,63.0,10000000.0,0.0,0.0,Everyone,Action,Action,Action,1.7.1,6.0,2018.0,4.0,11.0
3937,FINANCE,4.6,49275.0,91.0,500000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.0.3.1,7.0,2018.0,4.0,11.0
3938,GAME,3.4,29265.0,17.0,1000000.0,0.0,0.0,Everyone,Adventure,Adventure,Adventure,1.1.0,5.0,2017.0,4.0,11.0
3939,SPORTS,3.8,85763.0,21.0,1000000.0,0.0,0.0,Everyone,Sports,Sports,Sports,2.8.0.17,8.0,2015.0,3.0,11.0
3940,GAME,4.4,4918776.0,37.0,100000000.0,0.0,0.0,Everyone 10+,Arcade,Arcade,Arcade,1.0.0,6.0,2018.0,11.0,11.0
3941,BOOKS_AND_REFERENCE,4.7,2440695.0,37.0,100000000.0,0.0,0.0,Teen,Books & Reference,Books & Reference,Books & Reference,1.0.0,8.0,2018.0,11.0,11.0
3942,FAMILY,4.6,137198.0,81.0,5000000.0,0.0,0.0,Everyone 10+,Simulation,Simulation,Simulation,3.7,4.0,2018.0,4.0,11.0
3943,SOCIAL,4.1,78128208.0,37.0,1000000000.0,0.0,0.0,Teen,Social,Social,Social,1.0.0,8.0,2018.0,11.0,11.0
3944,GAME,3.8,22191.0,3.0,1000000.0,0.0,0.0,Everyone,Board,Board,Board,1.10,5.0,2015.0,2.0,11.0
3945,SOCIAL,4.4,5637451.0,59.0,100000000.0,0.0,0.0,Teen,Social,Social,Social,8.0.0,8.0,2018.0,4.0,11.0
3946,PHOTOGRAPHY,4.4,5276983.0,37.0,100000000.0,0.0,0.0,Everyone,Photography,Photography,Photography,7.6.5,7.0,2018.0,4.0,11.0
3947,FAMILY,3.9,31061.0,83.0,1000000.0,0.0,0.0,Everyone,Health & Fitness;Action & Adventure,Health & Fitness,Action & Adventure,4.0.6,6.0,2018.0,4.0,11.0
3948,SOCIAL,4.1,12495.0,19.0,1000000.0,0.0,0.0,Mature 17+,Social,Social,Social,7.1.1,8.0,2017.0,2.0,11.0
3949,PHOTOGRAPHY,4.5,512996.0,23.0,10000000.0,0.0,0.0,Everyone,Photography,Photography,Photography,4.0.3.5,8.0,2018.0,4.0,11.0
3950,FINANCE,3.7,800.0,32.0,50000.0,0.0,0.0,Everyone,Finance,Finance,Finance,2.16.5426,6.0,2018.0,4.0,11.0
3951,SOCIAL,4.4,2349421.0,39.0,100000000.0,0.0,0.0,Teen,Social,Social,Social,4.1.0,7.0,2018.0,4.0,11.0
3952,FAMILY,4.5,944661.0,57.0,50000000.0,0.0,0.0,Everyone,Simulation,Simulation,Simulation,2.10.2,3.0,2018.0,4.0,11.0
3953,SPORTS,4.5,14184910.0,52.0,100000000.0,0.0,0.0,Everyone,Sports,Sports,Sports,4.0.0,7.0,2018.0,4.0,11.0
3954,TOOLS,3.8,159.0,7.5,10000.0,0.0,0.0,Everyone,Tools,Tools,Tools,5.5,4.0,2018.0,5.0,11.0
3955,GAME,3.1,50.0,7.4,10000.0,0.0,0.0,Everyone,Music,Music,Music,2.0,11.0,2017.0,4.0,11.0
3956,TOOLS,4.5,799206.0,8.9,10000000.0,0.0,0.0,Everyone,Tools,Tools,Tools,4.3.0,8.0,2018.0,4.0,11.0
3957,TOOLS,5.0,2.0,6.3,100.0,1.0,1.99,Everyone,Tools,Tools,Tools,1.19,5.0,2018.0,4.0,11.0
3958,GAME,4.4,3039889.0,18.0,10000000.0,0.0,0.0,Mature 17+,Action,Action,Action,1.18.2,6.0,2018.0,4.0,11.0
3959,PERSONALIZATION,0.0,7.0,14.0,100.0,1.0,1.49,Everyone,Personalization,Personalization,Personalization,1.0,12.0,2016.0,4.0,11.0
3960,GAME,4.3,1305050.0,37.0,50000000.0,0.0,0.0,Everyone 10+,Adventure,Adventure,Adventure,1.1.11.11,7.0,2018.0,4.0,11.0
3961,FOOD_AND_DRINK,2.9,155.0,20.0,10000.0,0.0,0.0,Everyone,Food & Drink,Food & Drink,Food & Drink,4.94.19,4.0,2018.0,4.0,11.0
3962,LIFESTYLE,3.1,3042.0,37.0,500000.0,0.0,0.0,Everyone,Lifestyle,Lifestyle,Lifestyle,1.0.0,7.0,2018.0,11.0,11.0
3963,HEALTH_AND_FITNESS,3.3,14210.0,96.0,1000000.0,0.0,0.0,Everyone,Health & Fitness,Health & Fitness,Health & Fitness,6.0.1,7.0,2018.0,5.0,11.0
3964,PERSONALIZATION,4.1,291.0,35.0,5000.0,1.0,1.99,Everyone,Personalization,Personalization,Personalization,2.20,10.0,2016.0,2.0,11.0
3965,MEDICAL,4.6,625.0,8.4,10000.0,1.0,3.99,Everyone,Medical,Medical,Medical,2.1,1.0,2017.0,2.0,11.0
3966,PERSONALIZATION,4.4,83.0,8.6,1000.0,1.0,1.7,Everyone,Personalization,Personalization,Personalization,1.05,8.0,2015.0,2.0,11.0
3967,GAME,4.5,4487182.0,55.0,50000000.0,0.0,0.0,Teen,Action,Action,Action,15.1.2,7.0,2018.0,4.0,11.0
3968,GAME,4.3,12.0,29.0,100.0,1.0,0.99,Everyone,Arcade,Arcade,Arcade,1.5.9,9.0,2017.0,2.0,11.0
3969,TOOLS,4.3,668.0,13.0,50000.0,0.0,0.0,Everyone,Tools,Tools,Tools,2.1.8,3.0,2016.0,2.0,11.0
3970,MEDICAL,4.5,2948.0,16.0,50000.0,0.0,0.0,Everyone,Medical,Medical,Medical,4.5.2,7.0,2018.0,4.0,11.0
3971,COMMUNICATION,4.5,17712922.0,40.0,500000000.0,0.0,0.0,Teen,Communication,Communication,Communication,12.8.5.1121,8.0,2018.0,4.0,11.0
3972,TRAVEL_AND_LOCAL,2.2,83.0,6.7,50000.0,0.0,0.0,Everyone,Travel & Local,Travel & Local,Travel & Local,1.0.17.3905,7.0,2018.0,4.0,11.0
3973,GAME,4.5,6071542.0,100.0,100000000.0,0.0,0.0,Teen,Arcade,Arcade,Arcade,6.0.0,7.0,2018.0,4.0,11.0
3974,GAME,4.2,828489.0,37.0,50000000.0,0.0,0.0,Everyone,Music,Music,Music,1.0.0,8.0,2018.0,11.0,11.0
3975,FAMILY,4.5,10053186.0,94.0,100000000.0,0.0,0.0,Everyone,Casual,Casual,Casual,1_39_93,6.0,2018.0,4.0,11.0
3976,LIFESTYLE,4.6,815280.0,4.4,10000000.0,0.0,0.0,Everyone,Lifestyle,Lifestyle,Lifestyle,4.90,6.0,2018.0,4.0,11.0
3977,GAME,3.9,24.0,64.0,1000.0,1.0,1.99,Teen,Action,Action,Action,0.8.17,10.0,2017.0,3.0,11.0
3978,PERSONALIZATION,4.1,8.0,4.5,1000.0,0.0,0.0,Everyone,Personalization,Personalization,Personalization,3.1,5.0,2018.0,4.0,11.0
3979,MAPS_AND_NAVIGATION,3.3,19.0,6.0,5000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,1.2,7.0,2017.0,4.0,11.0
3980,FAMILY,4.5,472247.0,37.0,50000000.0,0.0,0.0,Everyone,Puzzle,Puzzle,Puzzle,1.5.10,7.0,2018.0,4.0,11.0
3981,PHOTOGRAPHY,4.1,283.0,7.4,100000.0,0.0,0.0,Everyone,Photography,Photography,Photography,1.1.7.4,5.0,2018.0,4.0,11.0
3982,ART_AND_DESIGN,4.8,253.0,3.7,50000.0,0.0,0.0,Everyone,Art & Design,Art & Design,Art & Design,1.0.0,11.0,2017.0,4.0,11.0
3983,MAPS_AND_NAVIGATION,4.1,41.0,25.0,1000.0,0.0,0.0,Everyone,Maps & Navigation,Maps & Navigation,Maps & Navigation,0.19.13-SPECTRUM,7.0,2018.0,4.0,11.0
3984,PERSONALIZATION,4.5,2.0,10.0,500.0,0.0,0.0,Mature 17+,Personalization,Personalization,Personalization,1.3,6.0,2018.0,4.0,11.0
3985,GAME,0.0,30.0,26.0,500.0,1.0,0.99,Everyone,Racing,Racing,Racing,1.0.0,6.0,2017.0,2.0,11.0
3986,FAMILY,4.6,44881447.0,98.0,100000000.0,0.0,0.0,Everyone 10+,Strategy,Strategy,Strategy,10.322.16,7.0,2018.0,4.0,11.0
3987,FAMILY,4.6,23125280.0,97.0,100000000.0,0.0,0.0,Everyone 10+,Strategy,Strategy,Strategy,2.3.2,6.0,2018.0,4.0,11.0
3988,FAMILY,4.3,22248.0,1.8,1000000.0,0.0,0.0,Everyone,Education,Education,Education,3.0,6.0,2015.0,2.0,11.0
3989,FAMILY,4.1,29978.0,37.0,1000000.0,0.0,0.0,Everyone,Education,Education,Education,1.0.0,8.0,2017.0,11.0,11.0
3990,FAMILY,4.5,349.0,11.0,50000.0,0.0,0.0,Everyone,Education,Education,Education,2.1.1,3.0,2018.0,4.0,11.0
3991,FAMILY,4.3,4624.0,78.0,100000.0,0.0,0.0,Everyone,Education,Education,Education,2.5.1,7.0,2018.0,4.0,11.0
3992,GAME,4.4,1397944.0,50.0,10000000.0,0.0,0.0,Teen,Action,Action,Action,0.9.10.f96,7.0,2018.0,4.0,11.0
3993,FAMILY,4.7,2890.0,37.0,50000.0,1.0,2.99,Everyone,Education,Education,Education,1.0.0,8.0,2017.0,11.0,11.0
3994,FAMILY,4.4,22419455.0,74.0,500000000.0,0.0,0.0,Everyone,Casual,Casual,Casual,1.129.0.2,7.0,2018.0,4.0,11.0
3995,SHOPPING,4.4,27275.0,8.3,1000000.0,0.0,0.0,Teen,Shopping,Shopping,Shopping,27500000,7.0,2018.0,4.0,11.0
3996,COMMUNICATION,4.3,9642112.0,37.0,1000000000.0,0.0,0.0,Everyone,Communication,Communication,Communication,1.0.0,8.0,2018.0,11.0,11.0
3997,PERSONALIZATION,4.2,1531.0,7.7,10000.0,1.0,2.99,Everyone,Personalization,Personalization,Personalization,8.3.4,12.0,2017.0,4.0,11.0
3998,BOOKS_AND_REFERENCE,4.2,873.0,2.5,50000.0,0.0,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference,2.2,7.0,2014.0,2.0,11.0
3999,FAMILY,4.6,73404.0,5.3,1000000.0,0.0,0.0,Everyone,Education,Education,Education,4.5.2,12.0,2017.0,4.0,11.0
4000,PERSONALIZATION,4.5,901110.0,37.0,10000000.0,0.0,0.0,Everyone 10+,Personalization,Personalization,Personalization,1.0.0,7.0,2018.0,11.0,11.0
4001,FAMILY,4.6,1218.0,4.0,50000.0,0.0,0.0,Everyone,Education,Education,Education,3.0,5.0,2017.0,4.0,11.0
4002,BOOKS_AND_REFERENCE,4.7,88.0,4.2,1000.0,0.0,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference,1.0.1,12.0,2017.0,4.0,11.0
4003,PERSONALIZATION,4.8,557.0,74.0,10000.0,1.0,0.99,Everyone,Personalization,Personalization,Personalization,4.5.0,7.0,2018.0,4.0,11.0
4004,FAMILY,4.7,2387.0,6.9,100000.0,0.0,0.0,Everyone,Education,Education,Education,2.5.1,6.0,2018.0,4.0,11.0
4005,TOOLS,4.7,42916526.0,37.0,500000000.0,0.0,0.0,Everyone,Tools,Tools,Tools,1.0.0,8.0,2018.0,11.0,11.0
4006,LIFESTYLE,1.7,686.0,6.6,10000.0,0.0,0.0,Everyone,Lifestyle,Lifestyle,Lifestyle,4.1.07,7.0,2018.0,4.0,11.0
4007,LIFESTYLE,4.5,8096.0,16.0,1000000.0,0.0,0.0,Mature 17+,Lifestyle,Lifestyle,Lifestyle,1.6.4,8.0,2018.0,4.0,11.0
4008,PRODUCTIVITY,4.0,499.0,4.7,10000.0,0.0,0.0,Everyone,Productivity,Productivity,Productivity,1.37,1.0,2017.0,4.0,11.0
4009,FAMILY,3.6,608.0,5.4,100000.0,0.0,0.0,Everyone,Entertainment,Entertainment,Entertainment,4.3.2,5.0,2018.0,4.0,11.0
4010,TOOLS,2.0,24.0,35.0,1000.0,0.0,0.0,Everyone,Tools,Tools,Tools,1.7,12.0,2017.0,6.0,11.0
4011,LIFESTYLE,4.7,707.0,26.0,5000.0,0.0,0.0,Everyone,Lifestyle,Lifestyle,Lifestyle,2.2.0,7.0,2018.0,4.0,11.0
4012,PRODUCTIVITY,4.1,376.0,32.0,50000.0,0.0,0.0,Everyone,Productivity,Productivity,Productivity,2.15.1,7.0,2018.0,4.0,11.0
4013,FAMILY,4.3,109.0,2.7,5000.0,0.0,0.0,Everyone,Education,Education,Education,4.1,6.0,2017.0,4.0,11.0
4014,FAMILY,4.3,43.0,3.7,10000.0,0.0,0.0,Everyone,Education,Education,Education,1.0.3,12.0,2017.0,4.0,11.0
4015,FAMILY,4.5,2751.0,7.0,100000.0,0.0,0.0,Everyone,Education,Education,Education,3.2.8,6.0,2018.0,4.0,11.0
4016,FAMILY,4.4,77.0,6.9,5000.0,0.0,0.0,Everyone,Education,Education,Education,1.1.9,1.0,2018.0,5.0,11.0
4017,GAME,4.4,8921451.0,63.0,100000000.0,0.0,0.0,Everyone,Racing,Racing,Racing,1.37.2,7.0,2018.0,4.0,11.0
4018,FAMILY,4.6,130.0,2.2,10000.0,0.0,0.0,Everyone,Education,Education,Education,1.0.3,4.0,2016.0,4.0,11.0
4019,FAMILY,3.7,452.0,30.0,100000.0,0.0,0.0,Everyone,Entertainment,Entertainment,Entertainment,1.0.8,2.0,2018.0,4.0,11.0
4020,FAMILY,4.5,4115.0,5.8,100000.0,0.0,0.0,Everyone,Education,Education,Education,7.1.0,7.0,2018.0,4.0,11.0
4021,BOOKS_AND_REFERENCE,4.0,459.0,3.1,50000.0,0.0,0.0,Everyone,Books & Reference,Books & Reference,Books & Reference,2.2.3.3,11.0,2017.0,4.0,11.0
4022,FAMILY,4.8,55.0,1.5,1000.0,0.0,0.0,Everyone,Education,Education,Education,1.0,9.0,2015.0,4.0,11.0
4023,FAMILY,4.0,1320.0,8.6,100000.0,0.0,0.0,Everyone,Education,Education,Education,4.1.0,6.0,2018.0,4.0,11.0
4024,FAMILY,4.7,27.0,772.0,5000.0,0.0,0.0,Everyone,Education,Education,Education,1.0,1.0,2016.0,3.0,11.0
4025,FAMILY,4.8,306.0,3.3,5000.0,0.0,0.0,Everyone,Education,Education,Education,1.2,6.0,2017.0,4.0,11.0
