Current_Ver,Ver_Mon,Ver_Year,And_1st_Ver,And_Last_Ver
1.0.0,7.0,2018.0,11.0,11.0
1.0.1,9.0,2017.0,4.0,11.0
2.2.3,7.0,2018.0,4.0,11.0
1.0.8,6.0,2018.0,4.0,11.0
1.24.1,7.0,2018.0,4.0,11.0
5.26.0,1.0,2018.0,5.0,11.0
1.1,9.0,2016.0,4.0,11.0
2.0.3,7.0,2018.0,4.0,11.0
2.0,6.0,2017.0,4.0,11.0
8.0,5.0,2017.0,4.0,11.0
1.0,5.0,2017.0,4.0,11.0
1.0.0,12.0,2015.0,4.0,11.0
v1.0,3.0,2016.0,4.0,11.0
1.0.0,5.0,2018.0,4.0,11.0
2.1,4.0,2018.0,4.0,11.0
2.3.0,3.0,2018.0,4.0,11.0
1.2,6.0,2018.0,5.0,11.0
5.3.4,2.0,2018.0,4.0,11.0
1.35,5.0,2017.0,4.0,11.0
4.2,10.0,2017.0,4.0,11.0
1.04,5.0,2018.0,4.0,11.0
1.0.2,10.0,2017.0,4.0,11.0
1.2,1.0,2017.0,4.0,11.0
2.0.1,6.0,2018.0,4.0,11.0
3.1.10,7.0,2018.0,4.0,11.0
1.0.3,5.0,2017.0,4.0,11.0
30.0.0,4.0,2018.0,4.0,11.0
2.3,6.0,2017.0,4.0,11.0
1.1,12.0,2017.0,1.0,11.0
2.4.3,7.0,2018.0,4.0,11.0
2.0.3,6.0,2017.0,4.0,11.0
3.3,3.0,2018.0,4.0,11.0
1.1,8.0,2017.0,4.0,11.0
300000.0.95,12.0,2017.0,4.0,11.0
300000.0.98,2.0,2018.0,4.0,11.0
3.5.1,1.0,2018.0,4.0,11.0
300000.0.97,2.0,2018.0,4.0,11.0
300000.0.85,6.0,2017.0,4.0,11.0
300000.0.91,10.0,2017.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
Version 1.20,4.0,2017.0,4.0,11.0
300000.0.78,4.0,2017.0,4.0,11.0
300000.0.97,1.0,2018.0,4.0,11.0
300000.0.94,12.0,2017.0,4.0,11.0
1.0,10.0,2017.0,2.0,11.0
2.0.0,6.0,2017.0,4.0,11.0
1.2.0,5.0,2011.0,1.0,
300000.0.80,4.0,2017.0,4.0,11.0
4.0.0,6.0,2017.0,4.0,11.0
300000.1.11,7.0,2018.0,4.0,11.0
300000.0.90,9.0,2017.0,4.0,11.0
1.2,10.0,2013.0,2.0,11.0
2.26.5.0,12.0,2017.0,5.0,11.0
300000.0.81,5.0,2017.0,4.0,11.0
300000.0.80,5.0,2017.0,4.0,11.0
300000.0.81,5.0,2017.0,4.0,11.0
300000.0.97,2.0,2018.0,4.0,11.0
1.0,4.0,2018.0,5.0,11.0
300000.0.79,5.0,2017.0,4.0,11.0
300000.0.93,11.0,2017.0,4.0,11.0
1.0.1,2.0,2018.0,4.0,11.0
1.1.2,12.0,2017.0,5.0,11.0
300000.0.97,2.0,2018.0,4.0,11.0
300000.1.08,6.0,2018.0,4.0,11.0
300000.0.96,1.0,2018.0,4.0,11.0
1.0,7.0,2017.0,4.0,11.0
300000.0.78,4.0,2017.0,4.0,11.0
300000.0.86,7.0,2017.0,4.0,11.0
1.0,3.0,2018.0,2.0,11.0
1.5.062,8.0,2017.0,4.0,11.0
300000.0.96,1.0,2018.0,4.0,11.0
1.1,9.0,2017.0,4.0,11.0
300000.0.98,2.0,2018.0,4.0,11.0
1.0.4,7.0,2018.0,4.0,11.0
300000.0.84,5.0,2017.0,4.0,11.0
300000.0.79,5.0,2017.0,4.0,11.0
300000.1.01,4.0,2018.0,4.0,11.0
1.0.0,12.0,2016.0,2.0,11.0
300000.1.08,5.0,2018.0,4.0,11.0
300000.0.93,11.0,2017.0,4.0,11.0
1.5.49,8.0,2018.0,4.0,11.0
5.7,7.0,2018.0,5.0,11.0
4.9,7.0,2018.0,4.0,11.0
1.2,3.0,2018.0,2.0,11.0
7.2.5,7.0,2018.0,4.0,11.0
1.3.4,6.0,2018.0,4.0,11.0
6.2,4.0,2018.0,4.0,11.0
1.1.9.1,3.0,2018.0,4.0,11.0
3.0.4,7.0,2018.0,4.0,11.0
1.0.16,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
6.02.000,8.0,2018.0,6.0,11.0
1.9,3.0,2017.0,1.0,11.0
132,8.0,2018.0,5.0,11.0
20,4.0,2018.0,4.0,11.0
4.435,8.0,2018.0,4.0,11.0
1.1.4,7.0,2018.0,4.0,11.0
2.0.0,6.0,2018.0,4.0,11.0
1.0,6.0,2018.0,4.0,11.0
1.0,5.0,2017.0,4.0,11.0
1.5,11.0,2017.0,4.0,11.0
1.2-Release,11.0,2017.0,4.0,11.0
1.0,5.0,2018.0,4.0,11.0
20,6.0,2018.0,5.0,11.0
1.2.3,7.0,2018.0,6.0,11.0
1.2,5.0,2018.0,4.0,11.0
1.2.4,5.0,2018.0,4.0,11.0
0.33,6.0,2015.0,2.0,11.0
10001008,5.0,2018.0,4.0,11.0
1.0.4,6.0,2018.0,4.0,11.0
1.0.0,3.0,2017.0,11.0,11.0
3.4.23,4.0,2018.0,5.0,11.0
2.0.949,2.0,2018.0,4.0,11.0
1.3.1-lite,7.0,2018.0,5.0,11.0
2.1,9.0,2015.0,2.0,11.0
2.2,3.0,2018.0,4.0,11.0
11.04,3.0,2018.0,4.0,11.0
1.4.7,6.0,2018.0,5.0,11.0
0.0.52,7.0,2018.0,4.0,11.0
1.3.1,7.0,2018.0,5.0,11.0
closed,9.0,2017.0,4.0,11.0
1.2,6.0,2018.0,4.0,11.0
1.1,3.0,2018.0,2.0,11.0
1.8,3.0,2018.0,4.0,11.0
2.3,2.0,2013.0,2.0,11.0
28.0.14,8.0,2018.0,4.0,11.0
1.6,3.0,2016.0,4.0,11.0
1.1.0,5.0,2018.0,4.0,11.0
2.0.3,6.0,2018.0,4.0,11.0
1.8.19106,7.0,2018.0,4.0,11.0
1.5.6,7.0,2018.0,4.0,11.0
1.0.0,5.0,2017.0,11.0,11.0
1.0,1.0,2018.0,4.0,11.0
1.0,1.0,2018.0,4.0,11.0
4.3,9.0,2017.0,2.0,11.0
1.10.5,7.0,2018.0,4.0,11.0
4.0,7.0,2018.0,4.0,11.0
0.1,5.0,2017.0,2.0,11.0
2.13.0.65,6.0,2018.0,4.0,11.0
1.0.0,6.0,2016.0,2.0,11.0
1.0,1.0,2018.0,3.0,11.0
1.0,3.0,2017.0,2.0,11.0
3.0,7.0,2017.0,4.0,11.0
1.1,10.0,2016.0,2.0,11.0
1.0.9,8.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.6.3.1,4.0,2018.0,5.0,11.0
18060104,6.0,2018.0,2.0,11.0
1.0.59,4.0,2018.0,2.0,11.0
1.0.0,2.0,2017.0,4.0,11.0
1.2,6.0,2013.0,2.0,11.0
1.0,8.0,2016.0,2.0,11.0
1.0.1,9.0,2017.0,4.0,11.0
5,8.0,2017.0,4.0,11.0
1.35,9.0,2017.0,4.0,11.0
2.0,1.0,2018.0,4.0,11.0
1.1.1,8.0,2018.0,4.0,11.0
1.0.0,6.0,2017.0,2.0,11.0
1.0,5.0,2018.0,4.0,11.0
1.1,4.0,2018.0,4.0,11.0
1.1,3.0,2018.0,4.0,11.0
5.62.1,1.0,2017.0,4.0,11.0
1.1,4.0,2018.0,4.0,11.0
1.4.1,6.0,2018.0,4.0,11.0
0.1.0,7.0,2018.0,4.0,11.0
1.1,4.0,2018.0,4.0,11.0
1.0,6.0,2018.0,4.0,11.0
1.1,5.0,2018.0,4.0,11.0
1.0.0.0,7.0,2018.0,4.0,11.0
2.7,3.0,2017.0,4.0,11.0
1.2.1,11.0,2017.0,4.0,11.0
1.1,5.0,2018.0,4.0,11.0
2.0,5.0,2018.0,4.0,11.0
1.0,9.0,2016.0,4.0,11.0
2.1.9f0,1.0,2018.0,4.0,11.0
1.3.0,11.0,2016.0,3.0,11.0
2.0.0,5.0,2018.0,5.0,11.0
2.0,9.0,2016.0,2.0,11.0
1.3,6.0,2018.0,4.0,11.0
0.46.91,3.0,2018.0,4.0,11.0
2.5,7.0,2018.0,4.0,11.0
568,6.0,2018.0,4.0,11.0
1.0,2.0,2017.0,4.0,11.0
1.0,2.0,2018.0,4.0,11.0
1.0,4.0,2015.0,2.0,11.0
3.0.2,7.0,2018.0,4.0,11.0
1.0,5.0,2017.0,4.0,11.0
3.2,12.0,2016.0,2.0,11.0
1.0.2,3.0,2016.0,4.0,11.0
39.231,8.0,2018.0,4.0,11.0
2.0,5.0,2018.0,4.0,11.0
newversion,3.0,2018.0,4.0,11.0
1.0,3.0,2018.0,4.0,11.0
1.2,3.0,2017.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
5.3.2,5.0,2018.0,2.0,11.0
1.180271.184729,8.0,2018.0,4.0,11.0
1.0.0.1,5.0,2015.0,2.0,11.0
1.0,4.0,2018.0,4.0,11.0
1,5.0,2017.0,4.0,11.0
1.0,4.0,2018.0,4.0,11.0
1.0,2.0,2018.0,4.0,11.0
1.0,4.0,2017.0,2.0,11.0
1.3,7.0,2018.0,4.0,11.0
1.0,5.0,2018.0,4.0,11.0
666,6.0,2018.0,4.0,11.0
3.8.8,5.0,2017.0,2.0,11.0
2.0.1.966,5.0,2018.0,4.0,11.0
5.3,10.0,2014.0,2.0,11.0
3.4.4.3.3,7.0,2017.0,4.0,11.0
1.1,8.0,2015.0,4.0,11.0
2.5,7.0,2018.0,4.0,11.0
1.0,11.0,2016.0,2.0,11.0
1.3,5.0,2015.0,2.0,11.0
1.1.5,7.0,2018.0,4.0,11.0
3.7.10-0d44b899,7.0,2018.0,4.0,11.0
3.3,11.0,2017.0,4.0,11.0
2.0.1,5.0,2018.0,4.0,11.0
3.7.10-0d44b899,7.0,2018.0,4.0,11.0
1.8.7,10.0,2017.0,4.0,11.0
6.0.3,2.0,2018.0,4.0,11.0
3.2.3,5.0,2018.0,4.0,11.0
5.29.77 Domain 427,10.0,2017.0,4.0,11.0
1.6.5,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.6.22,5.0,2018.0,4.0,11.0
4.1,5.0,2018.0,2.0,11.0
1.1.7,11.0,2017.0,2.0,11.0
1.0.0,7.0,2016.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
10.10,4.0,2018.0,4.0,11.0
4.0,5.0,2017.0,2.0,11.0
3.1.0,2.0,2018.0,4.0,11.0
2.1.7.3,11.0,2016.0,3.0,11.0
2.9.1,3.0,2018.0,4.0,11.0
1.10.0,11.0,2016.0,2.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
2.137,4.0,2018.0,4.0,11.0
1.0beta,9.0,2013.0,2.0,11.0
1.0.0,12.0,2017.0,11.0,11.0
3.0,12.0,2016.0,2.0,11.0
1.0.7,4.0,2018.0,4.0,11.0
4.4,4.0,2018.0,4.0,11.0
4.0.5,5.0,2018.0,2.0,11.0
1.1.3,11.0,2017.0,4.0,11.0
1.0,8.0,2016.0,2.0,11.0
1.4.5,1.0,2018.0,4.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.1,2.0,2015.0,2.0,11.0
1.1,3.0,2017.0,2.0,11.0
1.0,6.0,2015.0,2.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.7.22,12.0,2017.0,4.0,11.0
2.0,1.0,2018.0,4.0,11.0
1.0,10.0,2017.0,2.0,11.0
16.14.0.850,7.0,2018.0,4.0,11.0
3.0,5.0,2018.0,4.0,11.0
1.1.1,7.0,2018.0,4.0,11.0
1.6,11.0,2017.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0,12.0,2017.0,4.0,11.0
3.4,5.0,2017.0,4.0,11.0
1.0,7.0,2017.0,4.0,11.0
1.1,2.0,2018.0,4.0,11.0
1.54,5.0,2017.0,1.0,11.0
2.8.307,7.0,2018.0,4.0,11.0
2,12.0,2017.0,4.0,11.0
1.0,6.0,2018.0,4.0,11.0
1.5,6.0,2018.0,4.0,11.0
1.6.1,10.0,2016.0,4.0,11.0
1.2,10.0,2016.0,4.0,11.0
1.0,3.0,2018.0,4.0,11.0
5.0,11.0,2017.0,4.0,11.0
8,6.0,2018.0,4.0,11.0
5.0.108,1.0,2018.0,4.0,11.0
1.0.2,6.0,2018.0,4.0,11.0
1.0.0,7.0,2014.0,11.0,11.0
1.0.9,4.0,2018.0,4.0,11.0
2.2,4.0,2017.0,4.0,11.0
1.2.2_comAds,9.0,2017.0,4.0,11.0
4.0.9,6.0,2018.0,4.0,11.0
2.0.0,3.0,2016.0,4.0,11.0
2.1.0,12.0,2017.0,4.0,11.0
3.30.4.83,6.0,2018.0,4.0,11.0
3.4.8,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
5.39.1,7.0,2018.0,4.0,11.0
2.7.0,4.0,2017.0,4.0,11.0
1.1.7,7.0,2018.0,4.0,11.0
1.4.3.104,4.0,2015.0,2.0,11.0
1.34.1,5.0,2018.0,2.0,11.0
2.11,8.0,2018.0,4.0,11.0
7.2,5.0,2018.0,4.0,11.0
1.0.5,10.0,2016.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.5.3,11.0,2017.0,4.0,11.0
1.4.0,4.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.32,8.0,2018.0,4.0,11.0
2.8.7.78579,7.0,2018.0,4.0,11.0
1.0.0,7.0,2016.0,11.0,11.0
6.0,6.0,2018.0,4.0,11.0
1.2.6,5.0,2017.0,4.0,11.0
1.0.9,6.0,2016.0,4.0,11.0
1.0,4.0,2018.0,5.0,11.0
1.1.4,12.0,2017.0,4.0,11.0
1.6.6,4.0,2018.0,4.0,11.0
3.0.22,5.0,2018.0,4.0,11.0
6.2.6,5.0,2018.0,4.0,11.0
1.23.1.2,6.0,2018.0,4.0,11.0
1.0.3,6.0,2018.0,4.0,11.0
1.39,6.0,2018.0,4.0,11.0
1.8,9.0,2017.0,4.0,11.0
1.1.4,2.0,2016.0,4.0,11.0
1.11.0,5.0,2018.0,4.0,11.0
1.5,3.0,2014.0,2.0,11.0
5.5.9,7.0,2018.0,4.0,11.0
2.3.2,6.0,2018.0,5.0,11.0
1.2.97.3042,7.0,2018.0,4.0,11.0
1.0.0,10.0,2017.0,11.0,11.0
5.1,7.0,2018.0,4.0,11.0
2.1,6.0,2018.0,4.0,11.0
1.8.0,7.0,2018.0,4.0,11.0
1.0,6.0,2018.0,4.0,11.0
1.0,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.2,6.0,2018.0,11.0,11.0
2.0,2.0,2018.0,3.0,11.0
2.29.3118,7.0,2018.0,4.0,11.0
1.9.22,7.0,2018.0,4.0,11.0
1.3.5,7.0,2018.0,4.0,11.0
2.0.1,7.0,2018.0,4.0,11.0
1.3,4.0,2018.0,4.0,11.0
2.1.3,4.0,2018.0,4.0,11.0
3.1.1,3.0,2017.0,3.0,11.0
4.0.14,7.0,2018.0,4.0,11.0
2.59.8,8.0,2018.0,2.0,11.0
1.3.6.4,5.0,2017.0,4.0,11.0
1.50,8.0,2018.0,4.0,11.0
1.7.7,12.0,2017.0,2.0,11.0
1.4,9.0,2017.0,4.0,11.0
2.2,5.0,2018.0,4.0,11.0
3.0,1.0,2018.0,2.0,11.0
1.42.2,7.0,2018.0,4.0,11.0
1.5,12.0,2016.0,2.0,11.0
2.4.0,1.0,2018.0,4.0,11.0
1.0.1,7.0,2018.0,4.0,11.0
1.9,4.0,2018.0,4.0,11.0
3.0,6.0,2016.0,2.0,11.0
4.4.3,5.0,2017.0,4.0,11.0
8.0.0130,3.0,2016.0,4.0,11.0
1.3,7.0,2017.0,4.0,11.0
1.1.2,5.0,2015.0,2.0,11.0
1.03,11.0,2017.0,6.0,11.0
1.0.8,5.0,2015.0,2.0,11.0
1.0,5.0,2016.0,4.0,11.0
1.0,9.0,2016.0,3.0,11.0
1.6.7.1,7.0,2018.0,4.0,11.0
1.2.2.0,12.0,2017.0,4.0,11.0
1.1,8.0,2015.0,2.0,11.0
3.11,9.0,2017.0,4.0,11.0
13,7.0,2018.0,3.0,11.0
2.1.1,6.0,2018.0,5.0,11.0
1.1.2,7.0,2016.0,4.0,11.0
1.7.0,7.0,2018.0,4.0,11.0
3.0.188,7.0,2018.0,4.0,11.0
1.1,3.0,2017.0,4.0,11.0
1.0.15,5.0,2018.0,4.0,11.0
2.003,9.0,2016.0,2.0,11.0
1.6.7.1,7.0,2018.0,4.0,11.0
1.3.14,8.0,2015.0,3.0,11.0
1.6.7.1,7.0,2018.0,4.0,11.0
1.0,8.0,2014.0,2.0,11.0
1.6.7.1,7.0,2018.0,4.0,11.0
1.5.1,3.0,2016.0,4.0,11.0
3.4.4,6.0,2018.0,4.0,11.0
1.2,11.0,2013.0,1.0,11.0
1.8.2,9.0,2017.0,4.0,11.0
1.6.7.1,7.0,2018.0,4.0,11.0
1.1.4,1.0,2018.0,4.0,11.0
2.0,4.0,2017.0,4.0,11.0
1.0.103,8.0,2016.0,4.0,11.0
1.6.7.1,7.0,2018.0,4.0,11.0
1.3,8.0,2013.0,2.0,11.0
6.4,8.0,2018.0,4.0,11.0
1.01,2.0,2018.0,2.0,11.0
2.16,7.0,2015.0,2.0,11.0
1.3,7.0,2017.0,4.0,11.0
1.6.7.1,7.0,2018.0,4.0,11.0
1.0.0.4,2.0,2018.0,4.0,11.0
3.30,1.0,2016.0,4.0,11.0
1.5.1,8.0,2018.0,4.0,11.0
1.6.7.1,7.0,2018.0,4.0,11.0
1.10.1,7.0,2018.0,4.0,11.0
1.0.63,6.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.0.0,3.0,2018.0,11.0,11.0
1.4.6,11.0,2015.0,2.0,11.0
1.0,8.0,2017.0,4.0,11.0
1.0.0,3.0,2018.0,4.0,11.0
2.5.3,4.0,2018.0,4.0,11.0
1.0.3,5.0,2017.0,4.0,11.0
3.1.6z,1.0,2018.0,4.0,11.0
3.0,8.0,2017.0,4.0,11.0
1.4.0,10.0,2015.0,2.0,11.0
1.0.0,11.0,2017.0,4.0,11.0
7.5.3.20547,7.0,2018.0,4.0,11.0
1.1,4.0,2018.0,4.0,11.0
1.0.0,1.0,2018.0,4.0,11.0
2.1.22,7.0,2018.0,4.0,11.0
1.0,2.0,2018.0,4.0,11.0
1.1.0,5.0,2018.0,4.0,11.0
1.0.1,12.0,2017.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.4.0,6.0,2016.0,4.0,11.0
1.0.21,7.0,2018.0,4.0,11.0
2.4.0,2.0,2014.0,1.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.7.0m,7.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,9.0,2016.0,11.0,11.0
0.5.10011,3.0,2018.0,4.0,11.0
1.10.6,8.0,2018.0,4.0,11.0
3.1.2b,7.0,2018.0,4.0,11.0
3.0.5.2,6.0,2018.0,4.0,11.0
3.6.1a,6.0,2018.0,4.0,11.0
1.375,8.0,2018.0,4.0,11.0
2.3.3,7.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,4.0,11.0
1.0,3.0,2018.0,7.0,11.0
1.2.3.1,12.0,2016.0,2.0,11.0
1.1.0.3,8.0,2018.0,5.0,11.0
1.3.15,8.0,2018.0,4.0,11.0
1.5.341,7.0,2018.0,4.0,11.0
0.46.0,3.0,2018.0,4.0,11.0
1.131.2,6.0,2018.0,4.0,11.0
1.12.0.1654,8.0,2018.0,4.0,11.0
1.7.5,6.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.4,3.0,2018.0,7.0,11.0
1.5,3.0,2018.0,7.0,11.0
4.4.4,7.0,2018.0,4.0,11.0
1.0,8.0,2018.0,11.0,11.0
3.7.1,7.0,2018.0,5.0,11.0
4.70.30,8.0,2018.0,4.0,11.0
6.19.5,8.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.1.4,6.0,2018.0,4.0,11.0
1.1.7,8.0,2018.0,7.0,11.0
7.6.5,7.0,2018.0,4.0,11.0
1.2.2.122,3.0,2018.0,7.0,11.0
2.14,8.0,2017.0,4.0,11.0
0.8.6,7.0,2018.0,7.0,11.0
2.1,12.0,2017.0,4.0,11.0
1.2,6.0,2018.0,7.0,11.0
2.25,7.0,2018.0,5.0,11.0
1.0,6.0,2018.0,4.0,11.0
1.0.1,3.0,2018.0,7.0,11.0
1.0.0,3.0,2018.0,7.0,11.0
1.4,6.0,2018.0,7.0,11.0
1.4,5.0,2017.0,4.0,11.0
v3.4.0-3,2.0,2018.0,4.0,11.0
2.4,9.0,2011.0,2.0,11.0
1.0,7.0,2018.0,7.0,11.0
1.3,12.0,2016.0,4.0,11.0
1.0.0,11.0,2017.0,11.0,11.0
1.1,3.0,2018.0,7.0,11.0
2.0.0,5.0,2018.0,7.0,11.0
1.0.2,8.0,2017.0,4.0,11.0
1.23,7.0,2018.0,7.0,11.0
3.0.15,4.0,2017.0,4.0,11.0
0.8,8.0,2018.0,7.0,11.0
1.0.2,7.0,2018.0,4.0,11.0
1.0,6.0,2017.0,4.0,11.0
5.1.13,6.0,2018.0,4.0,11.0
6.3.3,7.0,2018.0,4.0,11.0
7.8,6.0,2018.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.0.10,9.0,2017.0,4.0,11.0
20180608,6.0,2018.0,4.0,11.0
1.5,2.0,2018.0,4.0,11.0
20180620,6.0,2018.0,2.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.3.0,6.0,2018.0,4.0,11.0
1.0.5,3.0,2018.0,4.0,11.0
1.3,6.0,2018.0,2.0,11.0
1.4,7.0,2018.0,4.0,11.0
2.4,10.0,2017.0,4.0,11.0
1.0.0.8,1.0,2016.0,4.0,11.0
1.0.0,6.0,2018.0,11.0,11.0
1.11.39,12.0,2017.0,4.0,11.0
1.3.1,9.0,2017.0,4.0,11.0
1.0.0,2.0,2018.0,11.0,11.0
1.0.0,1.0,2018.0,11.0,11.0
1.0.0,1.0,2018.0,11.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
2.3.5,7.0,2018.0,4.0,11.0
5.17.2.009,7.0,2018.0,5.0,11.0
3.1.0 (build 1210),5.0,2017.0,2.0,11.0
5.9.0,7.0,2018.0,4.0,11.0
3.1.4,7.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.70.206190089,7.0,2018.0,11.0,11.0
1.0.0,9.0,2014.0,11.0,11.0
1.0.0,12.0,2016.0,11.0,11.0
18.6.2,6.0,2018.0,4.0,11.0
5.9.6,6.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
3.4.0,7.0,2013.0,2.0,11.0
1.2.1,5.0,2018.0,4.0,11.0
1.0.0,1.0,2018.0,4.0,11.0
1.28.01,6.0,2018.0,4.0,11.0
3.5.0,1.0,2016.0,11.0,11.0
1.0.0,12.0,2016.0,11.0,11.0
1.0.0,5.0,2018.0,11.0,11.0
1.4.0,7.0,2018.0,5.0,11.0
2.1.0,5.0,2018.0,3.0,11.0
4.05,6.0,2018.0,4.0,11.0
1.1,7.0,2015.0,2.0,11.0
1.07,4.0,2015.0,2.0,11.0
2.9.8,6.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
2.4.0,12.0,2017.0,4.0,11.0
3.1.9,5.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
5.1.0,2.0,2018.0,2.0,11.0
1.3,10.0,2016.0,3.0,11.0
Z (Special Edition R9),6.0,2018.0,4.0,11.0
1.07,11.0,2014.0,2.0,11.0
1.6,6.0,2017.0,2.0,11.0
1.4,10.0,2016.0,3.0,11.0
1.2,11.0,2017.0,4.0,11.0
1.85,12.0,2014.0,2.0,11.0
1.5,3.0,2017.0,4.0,11.0
1.3.0,7.0,2018.0,4.0,11.0
1.1,5.0,2017.0,4.0,11.0
5.9.006,6.0,2018.0,4.0,11.0
0.1,12.0,2017.0,2.0,11.0
5.9.006,6.0,2018.0,4.0,11.0
1.5.0,7.0,2018.0,4.0,11.0
1.1.0,1.0,2018.0,4.0,11.0
1.6.5,6.0,2018.0,4.0,11.0
1.2,4.0,2017.0,2.0,11.0
1.0,8.0,2017.0,4.0,11.0
1.6,3.0,2018.0,4.0,11.0
1.0.1,5.0,2016.0,2.0,11.0
1.1,7.0,2015.0,2.0,11.0
1.5.14,6.0,2017.0,2.0,11.0
1.2,2.0,2017.0,4.0,11.0
1.07,4.0,2015.0,2.0,11.0
1.8.19106,7.0,2018.0,4.0,11.0
1.0.9,6.0,2016.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.8.0716,7.0,2018.0,4.0,11.0
1.8.0502,5.0,2018.0,2.0,11.0
1.4,7.0,2018.0,5.0,11.0
3.5,7.0,2018.0,5.0,11.0
3.3,7.0,2018.0,2.0,11.0
2.2.5,12.0,2017.0,4.0,11.0
2.1.4,9.0,2017.0,4.0,11.0
2.47.2,6.0,2018.0,2.0,11.0
2.5.9,5.0,2018.0,2.0,11.0
5.06,8.0,2018.0,4.0,11.0
1.0.0,12.0,2017.0,4.0,11.0
3.5,3.0,2018.0,4.0,11.0
1.0.0,7.0,2018.0,11.0,11.0
1.6.4,6.0,2018.0,4.0,11.0
1.3,6.0,2018.0,4.0,11.0
1.4.0,5.0,2018.0,4.0,11.0
1.1,7.0,2016.0,4.0,11.0
1.0,12.0,2017.0,4.0,11.0
2.0,2.0,2017.0,4.0,11.0
1.3.0,8.0,2017.0,4.0,11.0
1.0.4,4.0,2018.0,4.0,11.0
2.6.1,6.0,2018.0,5.0,11.0
1.35.1,7.0,2018.0,4.0,11.0
7.0.0,7.0,2018.0,4.0,11.0
1.1,7.0,2018.0,4.0,11.0
1.2,1.0,2018.0,2.0,11.0
1.26,4.0,2018.0,4.0,11.0
3.3,7.0,2018.0,4.0,11.0
1.0.0.0,2.0,2018.0,4.0,11.0
1.1,9.0,2017.0,4.0,11.0
1.1,9.0,2017.0,4.0,11.0
2.0.0,1.0,2018.0,4.0,11.0
5.13.1,8.0,2018.0,4.0,11.0
1.1,8.0,2018.0,4.0,11.0
1.0,8.0,2016.0,4.0,11.0
1.0.0,2.0,2017.0,4.0,11.0
1.00.33,7.0,2018.0,4.0,11.0
1.1.7,6.0,2018.0,4.0,11.0
2.0,6.0,2018.0,2.0,11.0
0.8.0,2.0,2018.0,4.0,11.0
4.1.2,7.0,2018.0,4.0,11.0
2.4,4.0,2017.0,4.0,11.0
1.1.2,6.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,11.0,11.0
1.0.0,9.0,2016.0,11.0,11.0
1.5.3,4.0,2018.0,4.0,11.0
1.2,3.0,2018.0,4.0,11.0
1.2,3.0,2017.0,4.0,11.0
1.0,1.0,2018.0,4.0,11.0
1.0.0,9.0,2016.0,11.0,11.0
1.021.10,7.0,2018.0,4.0,11.0
1.0,4.0,2018.0,4.0,11.0
1.0.0,8.0,2018.0,4.0,11.0
1.1,8.0,2017.0,4.0,11.0
1.2.5,3.0,2014.0,2.0,11.0
1.0.1,3.0,2018.0,4.0,11.0
Cow V3.15,7.0,2018.0,4.0,11.0
1.1.8,6.0,2016.0,2.0,11.0
1.0.5,10.0,2017.0,4.0,11.0
3.4.0,8.0,2017.0,4.0,11.0
13,10.0,2017.0,2.0,11.0
2.1.9,7.0,2018.0,5.0,11.0
4.2.1.4174,7.0,2018.0,4.0,11.0
1.0.3,6.0,2016.0,4.0,11.0
Cow V3.11,6.0,2018.0,4.0,11.0
1.3.2,2.0,2017.0,4.0,11.0
7.2.2,7.0,2018.0,4.0,11.0
